Station Number,Inverter Number,Combiner Number,String Number,STD
5,2,6,11,2.629714245
5,2,6,12,0.944693768
5,2,6,13,1.543646891
5,2,6,14,1.023946587
5,2,6,15,0.721662099
5,2,6,16,1.463363272
5,2,7,1,1.510351969
5,2,7,2,2.369878504
5,2,7,3,2.486367029
5,2,7,4,0.109566102
5,2,7,5,1.96930282
5,2,7,6,2.776132526
5,2,7,7,1.132936616
5,2,7,8,2.083363444
5,2,7,9,1.062237665
5,2,7,10,1.321540757
5,2,7,11,1.120040784
5,2,7,12,1.571226142
5,2,7,13,1.113323238
5,2,7,14,2.969352816
5,2,7,15,0.537903215
5,2,7,16,1.954868537
5,3,1,1,0.148376036
5,3,1,2,1.229978165
5,3,1,3,2.241467723
5,3,1,4,2.136060119
5,3,1,5,1.714034384
5,3,1,6,2.221690107
5,3,1,7,1.730934053
5,3,1,8,2.74527316
5,3,1,9,2.260411711
5,3,1,10,2.65294819
5,3,1,11,2.940599267
5,3,1,12,0.216510566
5,3,1,13,1.136450388
5,3,1,14,0.349090936
5,3,1,15,0.492283709
5,3,1,16,2.369584157
5,3,2,1,2.621960422
5,3,2,2,1.563898493
5,3,2,3,0.384392401
5,3,2,4,1.324620875
5,3,2,5,0.336930118
5,3,2,6,2.580170944
5,3,2,7,0.066756209
5,3,2,8,0.007616041
5,3,2,9,1.246381035
5,3,2,10,1.117824988
5,3,2,11,2.550460091
5,3,2,12,1.891628365
5,3,2,13,0.342017441
5,3,2,14,1.985383447
5,3,2,15,1.394330159
5,3,2,16,0.774697383
5,3,3,1,1.55449094
5,3,3,2,1.107792417
5,3,3,3,2.642518247
5,3,3,4,2.051569208
5,3,3,5,2.73413915
5,3,3,6,1.657997146
5,3,3,7,0.867388477
5,3,3,8,2.907327888
5,3,3,9,1.050235314
5,3,3,10,0.796066662
5,3,3,11,1.62450752
5,3,3,12,2.265465775
5,3,3,13,2.244120802
5,3,3,14,2.875873074
5,3,3,15,2.626038488
5,3,3,16,0.551445536
5,3,4,1,1.47757954
5,3,4,2,2.400666286
5,3,4,3,0.067084826
5,3,4,4,2.498463483
5,3,4,5,0.667255408
5,3,4,6,1.484585579
5,3,4,7,0.025054225
5,3,4,8,1.355793722
5,3,4,9,1.320824967
5,3,4,10,2.898365289
5,3,4,11,1.949543342
5,3,4,12,1.495201226
5,3,4,13,1.889654088
5,3,4,14,2.287900374
5,3,4,15,0.587572264
5,3,4,16,0.374573977
5,3,5,1,2.607394123
5,3,5,2,2.734297071
5,3,5,3,1.028947345
5,3,5,4,1.58218425
5,3,5,5,1.82463691
5,3,5,6,0.657815012
5,3,5,7,2.043587682
5,3,5,8,2.428502281
5,3,5,9,0.512924022
5,3,5,10,1.194367487
5,3,5,11,2.528988815
5,3,5,12,2.10386893
5,3,5,13,0.105736779
5,3,5,14,2.026671871
5,3,5,15,1.093617177
5,3,5,16,1.442078487
5,3,6,1,2.31230015
5,3,6,2,1.026126722
5,3,6,3,2.115627392
5,3,6,4,1.926122753
5,3,6,5,0.694342411
5,3,6,6,0.946751127
5,3,6,7,2.598939608
5,3,6,8,2.274104707
5,3,6,9,2.784236439
5,3,6,10,1.340071538
5,3,6,11,0.410869565
5,3,6,12,2.223810049
5,3,6,13,2.026415535
5,3,6,14,2.112137971
5,3,6,15,0.615556167
5,3,6,16,2.935567192
5,3,7,1,2.482705539
5,3,7,2,2.70809089
5,3,7,3,0.576373203
5,3,7,4,2.496017943
5,3,7,5,1.310912032
5,3,7,6,1.359490399
5,3,7,7,2.221599629
5,3,7,8,0.748940307
5,3,7,9,0.182791208
5,3,7,10,0.641627405
5,3,7,11,2.403097539
5,3,7,12,2.488815785
5,3,7,13,1.965338299
5,3,7,14,0.199979504
5,3,7,15,2.344495415
5,3,7,16,2.280450607
5,4,1,1,1.608336411
5,4,1,2,2.026551901
5,4,1,3,1.62921715
5,4,1,4,0.479079281
5,4,1,5,1.105438217
5,4,1,6,0.845249028
5,4,1,7,2.040736875
5,4,1,8,0.929911474
5,4,1,9,2.432468599
5,4,1,10,0.499932179
5,4,1,11,0.656396407
5,4,1,12,0.441650151
5,4,1,13,1.889236871
5,4,1,14,1.782147603
5,4,1,15,0.931664527
5,4,1,16,2.301444632
5,4,2,1,2.171927106
5,4,2,2,1.452129664
5,4,2,3,0.1507717
5,4,2,4,2.403709971
5,4,2,5,1.624481771
5,4,2,6,0.900923211
5,4,2,7,2.010694957
5,4,2,8,1.325656911
5,4,2,9,1.050067708
5,4,2,10,2.525799098
5,4,2,11,1.233307469
5,4,2,12,2.108319327
5,4,2,13,0.995931462
5,4,2,14,2.3494199
5,4,2,15,1.20159533
5,4,2,16,1.86823286
5,4,3,1,1.724722727
5,4,3,2,0.609943789
5,4,3,3,2.920689282
5,4,3,4,2.044811734
5,4,3,5,0.855751526
5,4,3,6,2.245595384
5,4,3,7,1.115030194
5,4,3,8,0.604667809
5,4,3,9,2.198800899
5,4,3,10,2.68444849
5,4,3,11,2.567654132
5,4,3,12,0.947726821
5,4,3,13,0.843040464
5,4,3,14,1.014400821
5,4,3,15,1.063988462
5,4,3,16,0.932900153
5,4,4,1,1.865587177
5,4,4,2,0.957696438
5,4,4,3,2.508180602
5,4,4,4,0.884541405
5,4,4,5,0.718961237
5,4,4,6,2.692096566
5,4,4,7,2.957881722
5,4,4,8,1.538062934
5,4,4,9,0.341087297
5,4,4,10,0.918587767
5,4,4,11,1.597437145
5,4,4,12,0.71547111
5,4,4,13,1.532818408
5,4,4,14,2.680192248
5,4,4,15,2.656064705
5,4,4,16,1.82623728
5,4,5,1,0.437988546
5,4,5,2,0.236610183
5,4,5,3,2.346774646
5,4,5,4,0.132570751
5,4,5,5,0.956056536
5,4,5,6,2.156866014
5,4,5,7,2.537173454
5,4,5,8,0.385621286
5,4,5,9,0.761097491
5,4,5,10,1.981226885
5,4,5,11,2.26728188
5,4,5,12,1.260282944
5,4,5,13,1.593664939
5,4,5,14,0.177327791
5,4,5,15,2.678188251
5,4,5,16,1.583166772
5,4,6,1,2.735205581
5,4,6,2,2.439909304
5,4,6,3,0.432753595
5,4,6,4,0.142063717
5,4,6,5,1.534400554
5,4,6,6,0.975475377
5,4,6,7,1.697837993
5,4,6,8,0.89059243
5,4,6,9,1.16304379
5,4,6,10,0.832496008
5,4,6,11,1.315578685
5,4,6,12,0.698734794
5,4,6,13,1.39494502
5,4,6,14,0.591167624
5,4,6,15,0.238286341
5,4,6,16,2.725767248
5,4,7,1,2.386192882
5,4,7,2,2.186590488
5,4,7,3,1.042732246
5,4,7,4,0.457106979
5,4,7,5,0.219929386
5,4,7,6,0.547388871
5,4,7,7,0.311657669
5,4,7,8,0.278098404
5,4,7,9,1.723739512
5,4,7,10,1.100390335
5,4,7,11,2.550809313
5,4,7,12,0.400327298
5,4,7,13,0.162052746
5,4,7,14,1.643555877
5,4,7,15,2.311838568
5,4,7,16,1.220422686
6,1,1,1,2.03245914
6,1,1,2,1.80918665
6,1,1,3,1.175605465
6,1,1,4,2.294348647
6,1,1,5,0.950868935
6,1,1,6,2.248438802
6,1,1,7,1.6381973
6,1,1,8,1.024087871
6,1,1,9,1.551269489
6,1,1,10,0.039757156
6,1,1,11,0.327866199
6,1,1,12,1.895759576
6,1,1,13,0.242075726
6,1,1,14,0.434483562
6,1,1,15,0.521894677
6,1,1,16,0.931978348
6,1,2,1,2.065142444
6,1,2,2,2.533502161
6,1,2,3,0.24405842
6,1,2,4,0.893356944
6,1,2,5,1.829766144
6,1,2,6,2.280326122
6,1,2,7,1.965231013
6,1,2,8,1.15915034
6,1,2,9,0.735912365
6,1,2,10,0.112480118
6,1,2,11,2.11538447
6,1,2,12,1.133961065
6,1,2,13,2.747084335
6,1,2,14,2.405824125
6,1,2,15,2.756478476
6,1,2,16,1.382395352
6,1,3,1,2.558689623
6,1,3,2,2.975811022
6,1,3,3,0.617641543
6,1,3,4,0.915479543
6,1,3,5,2.350990517
6,1,3,6,2.940876724
6,1,3,7,1.350339852
6,1,3,8,2.95210447
6,1,3,9,2.919272802
6,1,3,10,2.319900313
6,1,3,11,2.874375954
6,1,3,12,2.155462654
6,1,3,13,2.159021311
6,1,3,14,0.12604482
6,1,3,15,1.836206585
6,1,3,16,1.445635859
6,1,4,1,2.395037465
6,1,4,2,1.488970618
6,1,4,3,2.299090543
6,1,4,4,0.73376011
6,1,4,5,2.569020949
6,1,4,6,1.342901429
6,1,4,7,0.53616551
6,1,4,8,2.491777243
6,1,4,9,0.485886961
6,1,4,10,2.408903506
6,1,4,11,2.277266801
6,1,4,12,0.118691621
6,1,4,13,0.918425434
6,1,4,14,1.298711903
6,1,4,15,2.677133532
6,1,4,16,1.381441143
6,1,5,1,0.874991591
6,1,5,2,1.997437936
6,1,5,3,1.349538507
6,1,5,4,2.494293055
6,1,5,5,2.156579238
6,1,5,6,1.20368729
6,1,5,7,1.935194432
6,1,5,8,1.697888814
6,1,5,9,2.485297555
6,1,5,10,1.594090599
6,1,5,11,0.716800129
6,1,5,12,1.015895779
6,1,5,13,1.074991224
6,1,5,14,2.226786957
6,1,5,15,2.074919661
6,1,5,16,0.199981455
6,1,6,1,1.180677875
6,1,6,2,0.38971014
6,1,6,3,1.158843785
6,1,6,4,1.398480746
6,1,6,5,1.327395132
6,1,6,6,1.99580108
6,1,6,7,0.510751383
6,1,6,8,1.772196205
6,1,6,9,0.647278397
6,1,6,10,1.78406529
6,1,6,11,1.346618954
6,1,6,12,0.013029117
6,1,6,13,1.935007873
6,1,6,14,1.765075999
6,1,6,15,2.57756321
6,1,6,16,0.462904199
6,1,7,1,1.31515168
6,1,7,2,0.940584721
6,1,7,3,2.841590077
6,1,7,4,1.045970785
6,1,7,5,1.617253287
6,1,7,6,2.967798322
6,1,7,7,0.275010932
6,1,7,8,0.748066618
6,1,7,9,0.514322325
6,1,7,10,2.399480563
6,1,7,11,0.502751717
6,1,7,12,1.518806628
6,1,7,13,1.305632601
6,1,7,14,1.799753216
6,1,7,15,2.741089055
6,1,7,16,0.40205273
6,2,1,1,2.409272526
6,2,1,2,1.340937153
6,2,1,3,1.340135982
6,2,1,4,1.799630875
6,2,1,5,0.729237647
6,2,1,6,0.109271294
6,2,1,7,0.303937105
6,2,1,8,2.489540931
6,2,1,9,1.830352882
6,2,1,10,2.380425021
6,2,1,11,1.046557579
6,2,1,12,1.33017963
6,2,1,13,1.556686993
6,2,1,14,1.176900235
6,2,1,15,0.322751076
6,2,1,16,0.044280978
6,2,2,1,1.563982428
6,2,2,2,2.437839707
6,2,2,3,0.091394047
6,2,2,4,2.176668499
6,2,2,5,1.069544997
6,2,2,6,1.947967411
6,2,2,7,1.01998909
6,2,2,8,0.615137042
6,2,2,9,1.307966697
6,2,2,10,0.784424146
6,2,2,11,2.606947968
6,2,2,12,1.600340546
6,2,2,13,0.515199544
6,2,2,14,0.70153962
6,2,2,15,1.077946587
6,2,2,16,1.361983283
6,2,3,1,2.186539992
6,2,3,2,0.608657179
6,2,3,3,0.907811826
6,2,3,4,2.037791544
6,2,3,5,2.326392231
6,2,3,6,2.781404928
6,2,3,7,0.747626908
6,2,3,8,1.132189194
6,2,3,9,0.81118403
6,2,3,10,1.623983751
6,2,3,11,1.503804674
6,2,3,12,0.307951385
6,2,3,13,1.728221042
6,2,3,14,1.752617329
6,2,3,15,0.627918038
6,2,3,16,0.651904326
6,2,4,1,2.504580959
6,2,4,2,0.847119846
6,2,4,3,1.342568379
6,2,4,4,2.428536908
6,2,4,5,2.856816274
6,2,4,6,1.850585112
6,2,4,7,2.231570518
6,2,4,8,0.669718892
6,2,4,9,1.104848681
6,2,4,10,1.126210895
6,2,4,11,2.061096928
6,2,4,12,0.522666128
6,2,4,13,0.598454817
6,2,4,14,1.494088006
6,2,4,15,2.486758252
6,2,4,16,0.048062394
6,2,5,1,1.252312037
6,2,5,2,2.943833259
6,2,5,3,1.206551766
6,2,5,4,2.985685941
6,2,5,5,0.20840205
6,2,5,6,0.196086707
6,2,5,7,0.583634625
6,2,5,8,2.117182786
6,2,5,9,1.875071357
6,2,5,10,2.613353519
6,2,5,11,1.869229721
6,2,5,12,2.567474861
6,2,5,13,2.375047695
6,2,5,14,0.854096586
6,2,5,15,0.163159735
6,2,5,16,2.257360623
6,2,6,1,1.514037033
6,2,6,2,1.367421362
6,2,6,3,0.533456146
6,2,6,4,1.325614851
6,2,6,5,2.050197919
6,2,6,6,1.395629254
6,2,6,7,2.790661871
6,2,6,8,2.401407173
6,2,6,9,1.258537612
6,2,6,10,2.946104303
6,2,6,11,0.791571016
6,2,6,12,0.890341684
6,2,6,13,2.792041818
6,2,6,14,1.077273237
6,2,6,15,0.9704321
6,2,6,16,0.615142668
6,2,7,1,2.53224639
6,2,7,2,0.103000537
6,2,7,3,2.259291264
6,2,7,4,2.379173088
6,2,7,5,0.396244408
6,2,7,6,0.752042922
6,2,7,7,2.903071858
6,2,7,8,2.838523301
6,2,7,9,1.467068788
6,2,7,10,1.27486233
6,2,7,11,0.275052903
6,2,7,12,2.20155061
6,2,7,13,2.360548803
6,2,7,14,2.264099645
6,2,7,15,1.411240181
6,2,7,16,2.409586043
6,3,1,1,2.390043406
6,3,1,2,2.869398583
6,3,1,3,0.767557799
6,3,1,4,1.209113304
6,3,1,5,1.065536637
6,3,1,6,0.898736164
6,3,1,7,2.906079926
6,3,1,8,0.134705084
6,3,1,9,2.162846959
6,3,1,10,2.265417665
6,3,1,11,2.556167398
6,3,1,12,2.078885974
6,3,1,13,0.481191156
6,3,1,14,0.367720186
6,3,1,15,2.444537261
6,3,1,16,2.583115273
6,3,2,1,1.203269071
6,3,2,2,1.459461545
6,3,2,3,1.526305034
6,3,2,4,0.819163106
6,3,2,5,0.914034154
6,3,2,6,1.010183441
6,3,2,7,0.38272128
6,3,2,8,1.171405927
6,3,2,9,1.760855356
6,3,2,10,2.597480669
6,3,2,11,0.332973766
6,3,2,12,1.250890911
6,3,2,13,0.305251012
6,3,2,14,2.562365915
6,3,2,15,0.989127559
6,3,2,16,0.328840009
6,3,3,1,0.758294576
6,3,3,2,0.946914039
6,3,3,3,1.898983542
6,3,3,4,1.190708586
6,3,3,5,0.234567886
6,3,3,6,2.279449625
6,3,3,7,1.482647785
6,3,3,8,0.746086898
6,3,3,9,0.37487499
6,3,3,10,2.345446404
6,3,3,11,2.810720921
6,3,3,12,0.634902406
6,3,3,13,2.520705324
6,3,3,14,2.044630464
6,3,3,15,1.075737792
6,3,3,16,0.614856493
6,3,4,1,0.390016929
6,3,4,2,0.800963233
6,3,4,3,1.724647005
6,3,4,4,2.918828691
6,3,4,5,1.053919606
6,3,4,6,0.004230526
6,3,4,7,0.888826314
6,3,4,8,2.214435939
6,3,4,9,0.655968472
6,3,4,10,0.136196812
6,3,4,11,1.534409835
6,3,4,12,2.86758513
6,3,4,13,2.652786977
6,3,4,14,0.721425054
6,3,4,15,0.729636545
6,3,4,16,1.613583207
6,3,5,1,1.789322306
6,3,5,2,0.612391364
6,3,5,3,1.16859524
6,3,5,4,1.155030708
6,3,5,5,0.579424232
6,3,5,6,0.31061983
6,3,5,7,2.533150998
6,3,5,8,1.472207393
6,3,5,9,2.059578299
6,3,5,10,2.908780311
6,3,5,11,2.392861321
6,3,5,12,2.951044649
6,3,5,13,1.118396972
6,3,5,14,0.063309507
6,3,5,15,0.985491665
6,3,5,16,0.661734661
6,3,6,1,1.437881987
6,3,6,2,0.51707764
6,3,6,3,1.026675252
6,3,6,4,1.936945947
6,3,6,5,1.68853896
6,3,6,6,2.60226808
6,3,6,7,2.737274273
6,3,6,8,0.203391657
6,3,6,9,2.551540592
6,3,6,10,0.041990696
6,3,6,11,2.251522734
6,3,6,12,0.640477113
6,3,6,13,1.794931337
6,3,6,14,2.200937273
6,3,6,15,0.888220097
6,3,6,16,2.878868309
6,3,7,1,0.099201012
6,3,7,2,0.46991212
6,3,7,3,0.46274562
6,3,7,4,1.937049129
6,3,7,5,0.178931131
6,3,7,6,2.209302459
6,3,7,7,0.654991696
6,3,7,8,0.326012423
6,3,7,9,0.779241865
6,3,7,10,0.855664134
6,3,7,11,0.169358541
6,3,7,12,1.239732783
6,3,7,13,1.07283502
6,3,7,14,0.522330518
6,3,7,15,0.747345616
6,3,7,16,1.665866058
6,4,1,1,2.113598436
6,4,1,2,2.238766788
6,4,1,3,1.896730324
6,4,1,4,2.367558323
6,4,1,5,0.948689258
6,4,1,6,2.784027536
6,4,1,7,0.441607705
6,4,1,8,2.828610068
6,4,1,9,2.059069215
6,4,1,10,2.942639336
6,4,1,11,1.141852351
6,4,1,12,1.979541859
6,4,1,13,2.427640927
6,4,1,14,0.303398293
6,4,1,15,2.218799915
6,4,1,16,1.788879434
6,4,2,1,2.090936001
6,4,2,2,2.457653319
6,4,2,3,2.00000911
6,4,2,4,1.27205974
6,4,2,5,1.5312444
6,4,2,6,2.300386611
6,4,2,7,1.674503876
6,4,2,8,0.180801632
6,4,2,9,1.792127775
6,4,2,10,2.976214715
6,4,2,11,1.194252871
6,4,2,12,2.33157568
6,4,2,13,1.837046584
6,4,2,14,1.620250507
6,4,2,15,2.88091536
6,4,2,16,2.876524375
6,4,3,1,1.456198936
6,4,3,2,1.78425337
6,4,3,3,1.43275566
6,4,3,4,2.881485791
6,4,3,5,2.925082188
6,4,3,6,1.600469481
6,4,3,7,1.646013069
6,4,3,8,2.59928678
6,4,3,9,1.306895402
6,4,3,10,0.236467903
6,4,3,11,2.197288381
6,4,3,12,2.799692997
6,4,3,13,0.067097951
6,4,3,14,0.252112581
6,4,3,15,2.533122116
6,4,3,16,0.07005442
6,4,4,1,2.849749449
6,4,4,2,2.16327974
6,4,4,3,0.051512606
6,4,4,4,2.387873063
6,4,4,5,2.865135439
6,4,4,6,1.379954079
6,4,4,7,0.247376167
6,4,4,8,0.646194648
6,4,4,9,2.159382947
6,4,4,10,0.461682326
6,4,4,11,2.689731501
6,4,4,12,0.402768066
6,4,4,13,2.459279137
6,4,4,14,0.744102574
6,4,4,15,2.683183412
6,4,4,16,2.673220243
6,4,5,1,0.188239187
6,4,5,2,2.606551832
6,4,5,3,1.565701117
6,4,5,4,0.846580836
6,4,5,5,2.713622474
6,4,5,6,0.440522191
6,4,5,7,1.270249058
6,4,5,8,0.503887796
6,4,5,9,2.86019731
6,4,5,10,1.706956707
6,4,5,11,1.119103271
6,4,5,12,2.521226008
6,4,5,13,0.047163089
6,4,5,14,2.201240352
6,4,5,15,1.167021952
6,4,5,16,2.667390646
6,4,6,1,2.399269631
6,4,6,2,2.822806344
6,4,6,3,2.917562188
6,4,6,4,0.27803269
6,4,6,5,0.774876698
6,4,6,6,1.013417767
6,4,6,7,2.009943908
6,4,6,8,1.976754651
6,4,6,9,2.58710023
6,4,6,10,2.634109713
6,4,6,11,2.753348771
6,4,6,12,0.765248629
6,4,6,13,1.631593705
6,4,6,14,0.21169261
6,4,6,15,1.459446697
6,4,6,16,1.895269611
6,4,7,1,2.727479563
6,4,7,2,1.884141299
6,4,7,3,1.357816162
6,4,7,4,2.348121222
6,4,7,5,2.590565607
6,4,7,6,2.459618996
6,4,7,7,2.290120832
6,4,7,8,0.303865134
6,4,7,9,1.799276716
6,4,7,10,2.755962854
6,4,7,11,1.557590004
6,4,7,12,0.150554756
6,4,7,13,2.23074827
6,4,7,14,1.479985637
6,4,7,15,2.256790937
6,4,7,16,0.416037421
7,1,1,1,1.252552765
7,1,1,2,0.36468854
7,1,1,3,1.155629731
7,1,1,4,1.479682129
7,1,1,5,0.403650147
7,1,1,6,2.738233784
7,1,1,7,0.930968455
7,1,1,8,0.912424429
7,1,1,9,2.274709677
7,1,1,10,2.029688787
7,1,1,11,1.134201136
7,1,1,12,2.752086199
7,1,1,13,1.84030015
7,1,1,14,1.913766044
7,1,1,15,0.17465564
7,1,1,16,1.044777816
7,1,2,1,0.916735977
7,1,2,2,1.992499561
7,1,2,3,2.859494736
7,1,2,4,0.305462799
7,1,2,5,2.548266995
7,1,2,6,1.776485
7,1,2,7,1.969059048
7,1,2,8,2.412319952
7,1,2,9,2.591796233
7,1,2,10,2.38170115
7,1,2,11,1.33258417
7,1,2,12,2.51987535
7,1,2,13,1.636162946
7,1,2,14,1.569203051
7,1,2,15,0.091910151
7,1,2,16,1.152053321
7,1,3,1,0.73220753
7,1,3,2,2.480308734
7,1,3,3,1.583723054
7,1,3,4,1.178578651
7,1,3,5,0.342047683
7,1,3,6,1.886417271
7,1,3,7,1.444147292
7,1,3,8,0.53018683
7,1,3,9,0.121161507
7,1,3,10,1.431001738
7,1,3,11,1.792783988
7,1,3,12,2.863294771
7,1,3,13,2.384550762
7,1,3,14,0.250756371
7,1,3,15,1.184283118
7,1,3,16,0.106292702
7,1,4,1,0.233980179
7,1,4,2,2.675670292
7,1,4,3,2.232205281
7,1,4,4,2.925762388
7,1,4,5,2.449915755
7,1,4,6,0.639573345
7,1,4,7,1.448919133
7,1,4,8,1.962174394
7,1,4,9,2.186740044
7,1,4,10,1.640300493
7,1,4,11,2.405830723
7,1,4,12,0.538183104
7,1,4,13,2.718551143
7,1,4,14,0.754383499
7,1,4,15,2.050807781
7,1,4,16,0.273401776
7,1,5,1,0.527817979
7,1,5,2,1.167712592
7,1,5,3,2.057069824
7,1,5,4,1.048760498
7,1,5,5,2.317200197
7,1,5,6,2.306626664
7,1,5,7,0.695015925
7,1,5,8,2.897678884
7,1,5,9,0.568604176
7,1,5,10,2.89949739
7,1,5,11,0.721730692
7,1,5,12,0.225255078
7,1,5,13,2.800991487
7,1,5,14,0.366083555
7,1,5,15,1.394459965
7,1,5,16,0.875576099
7,1,6,1,0.565198378
7,1,6,2,1.685476768
7,1,6,3,2.080484861
7,1,6,4,2.327084645
7,1,6,5,1.520594656
7,1,6,6,1.621600889
7,1,6,7,1.865198968
7,1,6,8,2.52395831
7,1,6,9,0.691457993
7,1,6,10,0.161841327
7,1,6,11,1.771209495
7,1,6,12,0.103585863
7,1,6,13,1.124716417
7,1,6,14,0.049801922
7,1,6,15,0.032470294
7,1,6,16,1.48966978
7,1,7,1,2.473987501
7,1,7,2,0.133371537
7,1,7,3,2.553638884
7,1,7,4,1.229105059
7,1,7,5,0.167579967
7,1,7,6,1.61033566
7,1,7,7,1.893135257
7,1,7,8,0.741065509
7,1,7,9,2.129863997
7,1,7,10,2.212782786
7,1,7,11,0.344680467
7,1,7,12,2.03344265
7,1,7,13,1.075035215
7,1,7,14,0.639129626
7,1,7,15,1.491059877
7,1,7,16,2.9164422
7,2,1,1,2.699826503
7,2,1,2,2.189752571
7,2,1,3,2.910493516
7,2,1,4,1.765782042
7,2,1,5,1.952824632
7,2,1,6,2.94725167
7,2,1,7,2.527008295
7,2,1,8,1.711870452
7,2,1,9,2.688750194
7,2,1,10,1.19156643
7,2,1,11,0.642802604
7,2,1,12,0.797617963
7,2,1,13,2.520744961
7,2,1,14,1.170735489
7,2,1,15,1.550580631
7,2,1,16,0.996847454
7,2,2,1,0.434487168
7,2,2,2,1.042780017
7,2,2,3,0.347937806
7,2,2,4,1.069888244
7,2,2,5,2.619538549
7,2,2,6,1.360555487
7,2,2,7,1.373132393
7,2,2,8,0.25321126
7,2,2,9,2.320293688
7,2,2,10,2.033023971
7,2,2,11,0.487433606
7,2,2,12,2.360560089
7,2,2,13,1.80827487
7,2,2,14,2.675784967
7,2,2,15,2.203152085
7,2,2,16,0.669806503
7,2,3,1,2.090685411
7,2,3,2,0.937728567
7,2,3,3,2.210629238
7,2,3,4,0.21987721
7,2,3,5,0.150923944
7,2,3,6,1.239439051
7,2,3,7,0.16669534
7,2,3,8,0.839618246
7,2,3,9,2.992931142
7,2,3,10,2.239079394
7,2,3,11,2.662541713
7,2,3,12,1.585178175
7,2,3,13,0.912418667
7,2,3,14,2.635463466
7,2,3,15,2.041494587
7,2,3,16,1.509479516
7,2,4,1,2.606358477
7,2,4,2,1.572948817
7,2,4,3,2.018931265
7,2,4,4,2.214797916
7,2,4,5,1.532297312
7,2,4,6,1.334749878
7,2,4,7,2.472437821
7,2,4,8,1.189229273
7,2,4,9,2.162937805
7,2,4,10,2.998128127
7,2,4,11,0.268622068
7,2,4,12,1.006374288
7,2,4,13,0.637683588
7,2,4,14,0.090306408
7,2,4,15,1.053151258
7,2,4,16,0.420138586
7,2,5,1,1.611123329
7,2,5,2,0.729671514
7,2,5,3,1.012786158
7,2,5,4,2.167779566
7,2,5,5,1.568840261
7,2,5,6,2.284125594
7,2,5,7,0.745383756
7,2,5,8,0.614057457
7,2,5,9,1.673741244
7,2,5,10,0.946234634
7,2,5,11,2.662311459
7,2,5,12,1.69844971
7,2,5,13,0.881791677
7,2,5,14,0.192950198
7,2,5,15,2.277451408
7,2,5,16,1.570343887
7,2,6,1,1.975675702
7,2,6,2,1.588965265
7,2,6,3,1.17811589
7,2,6,4,0.74780832
7,2,6,5,2.755605423
7,2,6,6,1.820939309
7,2,6,7,0.540267103
7,2,6,8,2.502336673
7,2,6,9,2.830198466
7,2,6,10,0.343264116
7,2,6,11,2.424648263
7,2,6,12,0.936055255
7,2,6,13,2.04485175
7,2,6,14,1.0547455
7,2,6,15,1.937987675
7,2,6,16,0.516539596
7,2,7,1,1.665775349
7,2,7,2,0.518839693
7,2,7,3,1.232690157
7,2,7,4,2.643730915
7,2,7,5,1.388346473
7,2,7,6,2.308328426
7,2,7,7,2.372148322
7,2,7,8,1.740885555
7,2,7,9,0.672419222
7,2,7,10,2.796221725
7,2,7,11,1.15905155
7,2,7,12,2.369931711
7,2,7,13,0.93761206
7,2,7,14,1.785131869
7,2,7,15,0.289562017
7,2,7,16,0.593134289
7,3,1,1,0.295671861
7,3,1,2,1.317631813
7,3,1,3,2.432749712
7,3,1,4,1.851650638
7,3,1,5,1.104668748
7,3,1,6,0.877325063
7,3,1,7,2.106366633
7,3,1,8,1.137303829
7,3,1,9,1.483261578
7,3,1,10,1.908725627
7,3,1,11,2.530647359
7,3,1,12,1.736263882
7,3,1,13,0.61511452
7,3,1,14,2.53765104
7,3,1,15,1.041592282
7,3,1,16,0.056761937
7,3,2,1,0.902638795
7,3,2,2,1.288358536
7,3,2,3,2.990384327
7,3,2,4,0.345718372
7,3,2,5,0.072480565
7,3,2,6,1.528594275
7,3,2,7,0.312767161
7,3,2,8,0.355943895
7,3,2,9,1.12440101
7,3,2,10,0.976225142
7,3,2,11,2.501380453
7,3,2,12,1.147640865
7,3,2,13,0.206725862
7,3,2,14,1.369951261
7,3,2,15,0.412832444
7,3,2,16,2.870144888
7,3,3,1,2.407701131
7,3,3,2,0.448811916
7,3,3,3,1.164577134
7,3,3,4,1.230625506
7,3,3,5,0.747462733
7,3,3,6,0.411154717
7,3,3,7,2.088931542
7,3,3,8,1.384104474
7,3,3,9,2.522202345
7,3,3,10,2.635711302
7,3,3,11,2.193835743
7,3,3,12,0.784724924
7,3,3,13,0.086843007
7,3,3,14,2.244224861
7,3,3,15,2.294471443
7,3,3,16,0.191447353
7,3,4,1,2.97093536
7,3,4,2,1.905726429
7,3,4,3,2.763289263
7,3,4,4,1.558026371
7,3,4,5,2.036370345
7,3,4,6,1.514110755
7,3,4,7,1.911043203
7,3,4,8,2.426321889
7,3,4,9,0.513021226
7,3,4,10,1.616434698
7,3,4,11,2.383403137
7,3,4,12,0.611001199
7,3,4,13,1.474694737
7,3,4,14,1.989807441
7,3,4,15,0.207811555
7,3,4,16,1.416232028
7,3,5,1,1.726253668
7,3,5,2,2.284472297
7,3,5,3,0.659368981
7,3,5,4,1.933168736
7,3,5,5,0.265053111
7,3,5,6,2.398081652
7,3,5,7,0.023160625
7,3,5,8,0.270896568
7,3,5,9,2.442440516
7,3,5,10,1.412501443
7,3,5,11,2.478607339
7,3,5,12,1.28277204
7,3,5,13,2.180570415
7,3,5,14,0.366287009
7,3,5,15,1.635409388
7,3,5,16,0.304133487
